,Produto,Categoria do Produto,Preço,Frete,Data da Compra,Vendedor,Local da compra,Avaliação da compra,Tipo de pagamento,Quantidade de parcelas,lat,lon
1783,Jogo de panelas,utilidades domesticas,173.37,9.5145568418,20/03/2023,Isabella Pereira,SP,3,cartao_credito,4,-22.19,-48.79
1784,Cama king,moveis,873.13,44.0759848389,22/09/2022,Rafael Costa,SP,5,cartao_credito,2,-22.19,-48.79
1785,Micro-ondas,eletrodomesticos,741.34,39.7572506587,26/11/2020,João Souza,SP,5,boleto,1,-22.19,-48.79
1786,Smart TV,eletronicos,2130.47,113.9722227113,19/12/2020,Mariana Ferreira,SP,5,boleto,1,-22.19,-48.79
1787,Iniciando em programação,livros,70.62,4.2914070717,06/12/2022,Larissa Alves,SP,5,cartao_credito,10,-22.19,-48.79
1788,Geladeira,eletrodomesticos,2147.46,114.8768890985,14/07/2020,Juliana Costa,GO,5,cartao_credito,4,-15.98,-49.86
1789,TV Led UHD 4K,eletronicos,3655.0,194.9008801932,01/09/2021,Felipe Santos,SP,5,cartao_credito,8,-22.19,-48.79
1790,Carrinho controle remoto,brinquedos,99.55,5.987750164,02/03/2020,Juliana Costa,SP,4,cartao_credito,2,-22.19,-48.79
1791,Mochila,esporte e lazer,143.9,7.9453679994,29/12/2022,Lucas Oliveira,RJ,5,cartao_credito,1,-22.25,-42.66
1792,Dashboards com Power BI,livros,50.27,2.9598521763,17/01/2021,Lucas Oliveira,SP,5,cartao_credito,1,-22.19,-48.79
1793,Jogo de panelas,utilidades domesticas,219.42,12.2145594212,23/04/2021,Rafael Costa,CE,1,boleto,1,-5.2,-39.53
1794,Jogo de tabuleiro,brinquedos,229.86,9.8237925547,25/03/2020,Beatriz Moraes,SP,4,cartao_credito,1,-22.19,-48.79
1795,Ciência de dados com python,livros,85.14,2.1178879309,19/11/2022,Isabella Pereira,SC,3,cartao_credito,8,-27.45,-50.95
1796,Smartwatch,eletronicos,291.94,18.7087430494,10/03/2021,Lucas Oliveira,SP,5,cartao_credito,6,-22.19,-48.79
1797,Ciência de dados com python,livros,88.05,12.4904072277,04/03/2023,João Souza,SP,3,cartao_credito,10,-22.19,-48.79
1798,Sofá retrátil,moveis,813.21,49.6806004012,15/11/2020,Beatriz Moraes,MS,3,boleto,1,-20.51,-54.54
1799,Lava louças,eletrodomesticos,1414.54,72.904438559,27/12/2021,Felipe Santos,RS,5,cartao_credito,5,-30.17,-53.5
1800,Bateria,instrumentos musicais,740.23,39.6981464981,02/02/2020,Larissa Alves,SP,5,boleto,1,-22.19,-48.79
1801,Secadora de roupas,eletrodomesticos,1846.51,99.2609502846,29/09/2021,Isabella Pereira,SP,5,cartao_credito,1,-22.19,-48.79
1802,Sofá retrátil,moveis,915.43,49.0270194257,01/09/2020,Felipe Santos,SP,5,cartao_credito,1,-22.19,-48.79
1803,Cama king,moveis,894.48,45.2128081094,25/03/2022,Bruno Rodrigues,RO,5,boleto,1,-10.83,-63.34
1804,Faqueiro,utilidades domesticas,64.86,3.9847044001,11/02/2022,Beatriz Moraes,BA,5,boleto,1,-13.29,-41.71
1805,Secadora de roupas,eletrodomesticos,1284.36,68.6714320354,27/01/2020,João Souza,SP,5,cartao_credito,2,-22.19,-48.79
1806,Copo térmico,esporte e lazer,73.27,1.4858461406,15/05/2021,Larissa Alves,RS,5,cartao_credito,2,-30.17,-53.5
1807,Cadeira de escritório,moveis,643.88,34.5677988578,27/05/2022,Thiago Silva,RS,1,cupom,1,-30.17,-53.5
1808,Jogo de tabuleiro,brinquedos,344.57,19.7464312409,13/10/2020,Camila Ribeiro,SP,5,boleto,1,-22.19,-48.79
1809,Modelagem preditiva,livros,87.49,2.2430183611,05/12/2021,Lucas Oliveira,SP,5,cartao_credito,8,-22.19,-48.79
1810,Jogo de panelas,utilidades domesticas,195.04,7.9697323073,09/11/2020,Beatriz Moraes,SP,5,cartao_credito,1,-22.19,-48.79
1811,Cubo mágico 8x8,brinquedos,23.8,0.0,30/12/2021,Lucas Oliveira,SC,5,cartao_credito,1,-27.45,-50.95
1812,Dinossauro Rex,brinquedos,27.54,7.8460365137,11/02/2020,João Souza,MG,5,cartao_credito,8,-18.1,-44.38
1813,Boneca bebê,brinquedos,62.23,0.0,10/04/2021,Pedro Gomes,MG,2,cartao_credito,2,-18.1,-44.38
1814,Guarda roupas,moveis,646.85,32.0272555805,09/03/2020,Lucas Oliveira,SP,1,cartao_credito,7,-22.19,-48.79
1815,TV Led UHD 4K,eletronicos,3954.82,208.1667063713,30/06/2020,João Souza,SP,2,cartao_credito,3,-22.19,-48.79
1816,Dashboards com Power BI,livros,40.33,0.0,11/01/2023,Rafael Costa,SP,5,cartao_credito,5,-22.19,-48.79
1817,Blocos de montar,brinquedos,49.86,5.8187113238,18/10/2021,Mariana Ferreira,SP,5,boleto,1,-22.19,-48.79
1818,Dinossauro Rex,brinquedos,29.46,2.4570715474,15/07/2020,Beatriz Moraes,SP,1,cartao_credito,1,-22.19,-48.79
1819,Bateria,instrumentos musicais,1336.36,68.741588756,17/07/2022,Larissa Alves,SC,5,cartao_credito,4,-27.45,-50.95
1820,Ciência de dados com python,livros,91.53,11.1156325274,09/08/2021,Mariana Ferreira,PE,5,cartao_credito,1,-8.38,-37.86
1821,Cadeira de escritório,moveis,306.89,17.229384426,12/10/2021,João Souza,SP,4,boleto,1,-22.19,-48.79
1822,Impressora,eletronicos,380.87,20.8112862144,17/07/2022,Thiago Silva,MG,4,cartao_credito,1,-18.1,-44.38
1823,Cama box,moveis,679.15,33.747133409,06/03/2020,Lucas Oliveira,RJ,1,cartao_credito,5,-22.25,-42.66
1824,Copo térmico,esporte e lazer,76.5,4.3621716693,20/04/2021,João Souza,SP,5,boleto,1,-22.19,-48.79
1825,Sofá retrátil,moveis,936.62,50.5592094195,02/04/2022,Pedro Gomes,SP,5,cartao_credito,3,-22.19,-48.79
1826,Carrinho controle remoto,brinquedos,84.85,5.0442722265,25/06/2021,Thiago Silva,ES,5,cartao_credito,2,-19.19,-40.34
1827,Sofá retrátil,moveis,927.3,49.6647121195,27/05/2020,Bruno Rodrigues,BA,4,cartao_credito,10,-13.29,-41.71
1828,Cama king,moveis,799.12,42.8395127366,23/01/2021,Larissa Alves,SC,5,boleto,1,-27.45,-50.95
1829,Poltrona,moveis,295.58,16.0275225882,24/11/2020,Thiago Silva,SP,4,cartao_credito,24,-22.19,-48.79
1830,Bola de basquete,esporte e lazer,30.62,2.1615274078,16/03/2022,Mariana Ferreira,SP,4,cartao_debito,1,-22.19,-48.79
1831,Ciência de dados com python,livros,65.52,3.7718687981,17/03/2023,Juliana Costa,CE,4,cartao_credito,1,-5.2,-39.53
1832,Mesa de centro,moveis,298.7,16.193653202,24/04/2020,Beatriz Moraes,BA,5,boleto,1,-13.29,-41.71
1833,Cama box,moveis,670.63,33.2934690406,14/07/2021,Camila Ribeiro,RS,2,cartao_credito,2,-30.17,-53.5
1834,Smart TV,eletronicos,1541.05,79.6407154659,11/08/2021,Larissa Alves,SP,5,cartao_credito,2,-22.19,-48.79
1835,Celular Plus X42,eletronicos,2925.98,153.3840715373,09/09/2022,Juliana Costa,GO,5,cartao_credito,1,-15.98,-49.86
1836,Guitarra,instrumentos musicais,847.66,42.7197839629,09/01/2023,Pedro Gomes,SP,5,cartao_credito,5,-22.19,-48.79
1837,Smart TV,eletronicos,1567.44,81.0459035741,29/04/2022,Lucas Oliveira,PA,4,boleto,1,-3.79,-52.48
1838,Impressora,eletronicos,429.14,23.1335398824,26/05/2022,Bruno Rodrigues,SP,5,boleto,1,-22.19,-48.79
1839,Iniciando em programação,livros,74.13,4.2303253958,21/05/2021,Felipe Santos,RS,5,boleto,1,-30.17,-53.5
1840,Cama box,moveis,447.64,24.3665878433,06/08/2021,Bianca Santos,BA,4,cartao_credito,1,-13.29,-41.71
1841,Violão,instrumentos musicais,521.32,28.2849866485,07/01/2021,Pedro Gomes,RJ,1,cupom,1,-22.25,-42.66
1842,Cubo mágico 8x8,brinquedos,19.93,1.3499893547,26/02/2021,Camila Ribeiro,SC,5,boleto,1,-27.45,-50.95
1843,Blocos de montar,brinquedos,57.45,0.0,02/04/2022,Rafael Costa,RS,4,cartao_credito,2,-30.17,-53.5
1844,Blocos de montar,brinquedos,35.6,0.0,21/06/2020,João Souza,SP,5,cartao_credito,10,-22.19,-48.79
1845,Cômoda,moveis,322.09,14.7347625896,05/04/2021,Lucas Oliveira,SC,4,boleto,1,-27.45,-50.95
1846,Dashboards com Power BI,livros,41.45,2.8940999522,08/02/2020,Lucas Oliveira,SP,5,cartao_credito,1,-22.19,-48.79
1847,Jogo de panelas,utilidades domesticas,296.91,13.3940033412,14/05/2021,Beatriz Moraes,RJ,1,cartao_credito,10,-22.25,-42.66
1848,Bola de vôlei,esporte e lazer,75.26,4.5384731127,26/03/2020,João Souza,SP,2,cartao_credito,1,-22.19,-48.79
1849,Bola de basquete,esporte e lazer,40.17,2.4220575611,18/02/2022,Pedro Gomes,SC,5,boleto,1,-27.45,-50.95
1850,Mochila,esporte e lazer,118.31,7.1880667507,27/12/2021,Bruno Rodrigues,RN,5,cartao_credito,4,-5.81,-36.59
1851,Lava louças,eletrodomesticos,1983.51,103.2003793676,04/02/2020,Felipe Santos,RJ,1,cartao_credito,2,-22.25,-42.66
1852,Xadrez de madeira,brinquedos,30.33,7.9945956203,16/11/2021,Mariana Ferreira,RJ,4,boleto,1,-22.25,-42.66
1853,Blocos de montar,brinquedos,45.53,0.0,15/05/2022,Thiago Silva,MG,5,cupom,1,-18.1,-44.38
1854,Xadrez de madeira,brinquedos,31.47,2.2067873507,20/04/2021,Felipe Santos,BA,4,cartao_credito,6,-13.29,-41.71
1855,Guitarra,instrumentos musicais,1180.92,60.4648763823,11/06/2022,Bruno Rodrigues,SP,4,cartao_credito,1,-22.19,-48.79
1856,Corda de pular,esporte e lazer,16.76,1.1755454879,22/11/2022,Rafael Costa,MG,3,cartao_credito,1,-18.1,-44.38
1857,Micro-ondas,eletrodomesticos,1089.68,58.3109586149,28/07/2022,Larissa Alves,RJ,5,cartao_credito,5,-22.25,-42.66
1858,Smart TV,eletronicos,1978.2,105.8643033009,27/01/2020,Thiago Silva,TO,4,cartao_credito,10,-9.46,-48.26
1859,Sofá retrátil,moveis,861.08,50.3299582356,10/04/2022,Bruno Rodrigues,SP,5,cartao_credito,10,-22.19,-48.79
1860,Blocos de montar,brinquedos,51.78,3.0402551336,12/01/2021,Bianca Santos,MG,5,cartao_credito,2,-18.1,-44.38
1861,Impressora,eletronicos,362.17,25.5263983331,16/06/2021,Bruno Rodrigues,MG,4,cartao_credito,3,-18.1,-44.38
1862,Cama box,moveis,749.27,37.4808124597,07/04/2022,Mariana Ferreira,SP,4,cartao_credito,5,-22.19,-48.79
1863,Impressora,eletronicos,355.22,16.4988354212,27/03/2022,Felipe Santos,MG,5,cartao_credito,1,-18.1,-44.38
1864,Dashboards com Power BI,livros,55.41,0.0,13/08/2021,Pedro Gomes,SP,3,cupom,1,-22.19,-48.79
1865,Violão,instrumentos musicais,517.69,25.1498741459,24/01/2020,Isabella Pereira,RJ,5,cartao_credito,10,-22.25,-42.66
1866,Tablet ABXY,eletronicos,915.36,46.324605294,20/11/2022,Camila Ribeiro,SP,5,cartao_credito,1,-22.19,-48.79
1867,Lavadora de roupas,eletrodomesticos,1803.81,93.6318949777,25/07/2020,Mariana Ferreira,SP,5,cartao_credito,10,-22.19,-48.79
1868,Mesa de jantar,moveis,489.48,27.0031852787,30/09/2022,Larissa Alves,SP,5,cartao_credito,10,-22.19,-48.79
1869,Assistente virtual,eletronicos,163.93,9.0119052411,03/12/2021,Pedro Gomes,MG,5,cartao_credito,4,-18.1,-44.38
1870,Celular Plus X42,eletronicos,3270.51,181.9428695945,30/03/2022,Felipe Santos,MG,5,cartao_credito,1,-18.1,-44.38
1871,Sofá retrátil,moveis,975.15,49.5082429215,06/04/2022,Rafael Costa,RJ,5,cartao_credito,1,-22.25,-42.66
1872,Carrinho controle remoto,brinquedos,80.22,4.5545995746,13/03/2020,Larissa Alves,SP,2,cartao_credito,4,-22.19,-48.79
1873,Bola de vôlei,esporte e lazer,70.97,1.36337806,25/01/2020,Lucas Oliveira,SP,3,cupom,1,-22.19,-48.79
1874,Blocos de montar,brinquedos,37.46,0.0,14/06/2020,Lucas Oliveira,SP,3,cartao_credito,10,-22.19,-48.79
1875,Bicicleta,esporte e lazer,399.02,24.4104309095,11/06/2020,Camila Ribeiro,RS,3,cartao_credito,2,-30.17,-53.5
1876,Fone de ouvido,eletronicos,131.1,7.5117851234,02/06/2022,Rafael Costa,RJ,5,cartao_credito,8,-22.25,-42.66
1877,Guitarra,instrumentos musicais,1061.09,57.3882654879,27/06/2021,Bianca Santos,MG,5,cartao_credito,8,-18.1,-44.38
1878,Bateria,instrumentos musicais,593.58,32.1374537969,11/08/2022,Rafael Costa,SP,5,cartao_credito,2,-22.19,-48.79
1879,Pandeiro,instrumentos musicais,44.06,0.0,17/08/2020,João Souza,PB,5,cartao_credito,8,-7.28,-36.72
1880,Cômoda,moveis,379.37,17.7847502683,09/01/2021,Beatriz Moraes,SP,5,cartao_credito,10,-22.19,-48.79
1881,Jogo de tabuleiro,brinquedos,241.37,13.5392385122,19/11/2021,Bruno Rodrigues,SP,5,cartao_credito,1,-22.19,-48.79
1882,Cama box,moveis,569.48,27.9075358407,28/04/2021,Camila Ribeiro,RJ,5,cartao_credito,1,-22.25,-42.66
1883,Cadeira de escritório,moveis,377.17,17.6676068868,15/06/2022,Juliana Costa,SP,4,boleto,1,-22.19,-48.79
1884,Guarda roupas,moveis,617.69,30.4745733055,13/12/2021,Isabella Pereira,CE,5,cartao_credito,3,-5.2,-39.53
1885,Bola de basquete,esporte e lazer,63.01,0.0,27/04/2022,Bruno Rodrigues,SP,5,cartao_credito,1,-22.19,-48.79
1886,Copo térmico,esporte e lazer,71.48,1.3905340257,20/11/2020,Rafael Costa,SP,5,cupom,1,-22.19,-48.79
1887,Faqueiro,utilidades domesticas,62.05,0.0,21/12/2020,Pedro Gomes,SC,4,cartao_credito,6,-27.45,-50.95
1888,Panela de pressão,utilidades domesticas,126.44,7.0156755262,14/09/2020,Rafael Costa,PI,5,cartao_credito,3,-6.6,-42.28
1889,Headset,eletronicos,186.45,21.4063559516,25/12/2022,Beatriz Moraes,SP,5,boleto,1,-22.19,-48.79
1890,Tablet ABXY,eletronicos,1642.22,85.0277136057,01/05/2022,Lucas Oliveira,SP,4,cartao_credito,6,-22.19,-48.79
1891,Assistente virtual,eletronicos,243.87,10.569782907,15/08/2020,Camila Ribeiro,GO,5,cartao_credito,2,-15.98,-49.86
1892,Xadrez de madeira,brinquedos,45.89,8.685439831,18/09/2022,Juliana Costa,SP,5,cartao_credito,6,-22.19,-48.79
1893,Mesa de centro,moveis,193.23,10.5776929984,21/05/2022,Felipe Santos,DF,5,cartao_credito,3,-15.83,-47.86
1894,Secadora de roupas,eletrodomesticos,1361.43,70.0764908353,11/09/2020,Bruno Rodrigues,RJ,1,cartao_credito,10,-22.25,-42.66
1895,Mesa de centro,moveis,190.43,10.6709291348,28/10/2022,Larissa Alves,RS,5,cartao_credito,6,-30.17,-53.5
1896,Bicicleta,esporte e lazer,910.76,49.1822422168,25/02/2020,Rafael Costa,MG,5,cartao_credito,1,-18.1,-44.38
1897,Guitarra,instrumentos musicais,976.28,52.5150774808,28/08/2021,Juliana Costa,MG,5,cartao_credito,3,-18.1,-44.38
1898,Lava louças,eletrodomesticos,1583.53,84.6013345112,01/11/2020,Juliana Costa,RS,5,cartao_credito,10,-30.17,-53.5
1899,Fogão,eletrodomesticos,1356.3,78.4608300887,23/02/2021,Bianca Santos,SP,3,cartao_credito,1,-22.19,-48.79
1900,Bateria,instrumentos musicais,707.62,38.5670513684,17/11/2020,Camila Ribeiro,SP,5,cartao_credito,1,-22.19,-48.79
1901,Cadeira de escritório,moveis,627.98,37.9180844945,04/06/2021,Mariana Ferreira,RJ,5,cartao_credito,1,-22.25,-42.66
1902,Cômoda,moveis,375.61,17.5845415799,01/11/2020,Isabella Pereira,PA,1,cartao_credito,10,-3.79,-52.48
1903,Lava louças,eletrodomesticos,1501.36,86.3225176682,04/02/2020,Bianca Santos,PR,5,cartao_credito,10,-24.89,-51.55
1904,Jogo de copos,utilidades domesticas,43.02,0.0,25/12/2020,Felipe Santos,SP,5,cartao_credito,1,-22.19,-48.79
1905,Micro-ondas,eletrodomesticos,751.38,40.2918504544,06/09/2022,Juliana Costa,SP,5,cartao_credito,1,-22.19,-48.79
1906,Panela de pressão,utilidades domesticas,70.9,6.9390280269,06/03/2020,Lucas Oliveira,SP,4,boleto,1,-22.19,-48.79
1907,Geladeira,eletrodomesticos,2551.23,136.1340991824,08/04/2020,Camila Ribeiro,RS,5,boleto,1,-30.17,-53.5
1908,Jogo de tabuleiro,brinquedos,285.81,12.8029617345,20/09/2021,Thiago Silva,MT,5,boleto,1,-12.64,-55.42
1909,Dinossauro Rex,brinquedos,27.01,8.9937815288,20/11/2021,João Souza,MG,5,boleto,1,-18.1,-44.38
1910,Mochila,esporte e lazer,110.31,3.4581147094,22/07/2020,Rafael Costa,SC,5,cartao_credito,8,-27.45,-50.95
1911,Faqueiro,utilidades domesticas,66.06,4.04860079,25/01/2020,Larissa Alves,SP,1,cartao_credito,9,-22.19,-48.79
1912,Secadora de roupas,eletrodomesticos,1775.81,95.0876446718,17/02/2020,Camila Ribeiro,RJ,3,boleto,1,-22.25,-42.66
1913,Lavadora de roupas,eletrodomesticos,1623.33,84.0218779344,07/07/2022,Isabella Pereira,SP,4,cartao_credito,2,-22.19,-48.79
1914,Cubo mágico 8x8,brinquedos,23.76,0.0,26/09/2021,Felipe Santos,RJ,1,cartao_credito,1,-22.25,-42.66
1915,Iniciando em programação,livros,41.19,3.5923589304,29/03/2023,Bianca Santos,BA,5,cartao_credito,4,-13.29,-41.71
1916,Guitarra,instrumentos musicais,1278.75,68.6206950289,30/09/2021,Thiago Silva,RJ,1,cartao_credito,1,-22.25,-42.66
1917,Xadrez de madeira,brinquedos,36.25,0.0,15/03/2023,Pedro Gomes,PR,5,cartao_credito,3,-24.89,-51.55
1918,Xadrez de madeira,brinquedos,44.82,3.2749453383,01/01/2023,Bianca Santos,PR,5,cupom,1,-24.89,-51.55
1919,Bicicleta,esporte e lazer,635.58,31.4271619852,11/08/2020,Bruno Rodrigues,RS,4,cartao_credito,5,-30.17,-53.5
1920,Celular Plus X42,eletronicos,3448.51,181.2072220562,31/08/2020,Mariana Ferreira,SP,3,cartao_credito,2,-22.19,-48.79
1921,Fogão,eletrodomesticos,791.81,42.4446263246,01/01/2021,Juliana Costa,SP,4,boleto,1,-22.19,-48.79
1922,Modelagem preditiva,livros,93.15,2.5443963336,06/01/2022,Bianca Santos,RJ,5,cartao_credito,2,-22.25,-42.66
1923,Corda de pular,esporte e lazer,23.44,4.4119258058,14/02/2020,Beatriz Moraes,SC,1,cartao_credito,10,-27.45,-50.95
1924,Iniciando em programação,livros,84.44,5.8952913169,31/03/2020,Bruno Rodrigues,DF,5,cartao_credito,3,-15.83,-47.86
1925,Sofá retrátil,moveis,929.32,49.766620139,12/01/2022,Isabella Pereira,SC,5,cartao_credito,3,-27.45,-50.95
1926,Carrinho controle remoto,brinquedos,98.18,5.5109155436,08/02/2022,Camila Ribeiro,MG,1,cupom,1,-18.1,-44.38
1927,Cadeira de escritório,moveis,535.78,34.9082875226,10/10/2022,João Souza,SP,5,cartao_credito,10,-22.19,-48.79
1928,Cama box,moveis,748.63,37.4467343851,30/03/2023,Pedro Gomes,SP,5,cartao_credito,10,-22.19,-48.79
1929,Guarda roupas,moveis,636.62,34.4292043152,05/03/2023,João Souza,SC,5,cartao_credito,1,-27.45,-50.95
1930,Poltrona,moveis,379.56,17.7948671967,14/02/2021,Pedro Gomes,MA,4,cartao_credito,3,-5.42,-45.44
1931,Carrinho controle remoto,brinquedos,73.46,1.4959630691,05/10/2021,Camila Ribeiro,SP,3,cartao_credito,9,-22.19,-48.79
1932,Guitarra,instrumentos musicais,1093.54,64.4696505768,19/04/2022,Bruno Rodrigues,SC,5,cartao_credito,10,-27.45,-50.95
1933,Sofá retrátil,moveis,990.24,53.2584054835,22/03/2023,Mariana Ferreira,MG,5,cartao_credito,1,-18.1,-44.38
1934,Micro-ondas,eletrodomesticos,863.71,43.574398178,25/11/2020,Larissa Alves,RS,4,cartao_credito,1,-30.17,-53.5
1935,Fogão,eletrodomesticos,551.65,26.9581419805,26/09/2021,João Souza,SP,5,cupom,1,-22.19,-48.79
1936,Mesa de jantar,moveis,445.77,24.267015969,23/06/2022,Bruno Rodrigues,SC,5,cartao_credito,1,-27.45,-50.95
1937,Cama box,moveis,799.6,40.1607335468,07/06/2022,Felipe Santos,SP,1,boleto,1,-22.19,-48.79
1938,Bola de vôlei,esporte e lazer,68.72,1.2435723289,13/10/2020,Mariana Ferreira,BA,4,boleto,1,-13.29,-41.71
1939,Impressora,eletronicos,352.74,19.0654697244,18/04/2021,Rafael Costa,SP,5,boleto,1,-22.19,-48.79
1940,Mesa de centro,moveis,232.24,9.9505203947,14/07/2020,João Souza,SP,5,cartao_credito,6,-22.19,-48.79
1941,Bola de basquete,esporte e lazer,82.32,1.9677314146,04/07/2022,Isabella Pereira,SP,3,cartao_credito,4,-22.19,-48.79
1942,Jogo de panelas,utilidades domesticas,147.06,8.3616071093,16/02/2020,Thiago Silva,SP,5,cartao_credito,1,-22.19,-48.79
1943,Jogo de tabuleiro,brinquedos,304.53,16.9023185014,13/01/2021,Camila Ribeiro,SP,4,cupom,1,-22.19,-48.79
1944,Faqueiro,utilidades domesticas,66.9,1.1466628042,08/10/2022,Bianca Santos,SP,5,cartao_credito,2,-22.19,-48.79
1945,Blocos de montar,brinquedos,33.39,2.3090215745,30/11/2022,Larissa Alves,RJ,3,cartao_credito,3,-22.25,-42.66
1946,Poltrona,moveis,307.72,13.9696033204,27/02/2023,Thiago Silva,SP,4,cartao_credito,2,-22.19,-48.79
1947,Cama king,moveis,587.52,28.868111569,29/09/2021,Lucas Oliveira,RJ,4,cartao_credito,7,-22.25,-42.66
1948,Celular Plus X42,eletronicos,2927.76,153.4788511824,24/02/2023,Thiago Silva,RS,3,cartao_credito,12,-30.17,-53.5
1949,Cama box,moveis,837.41,42.174002299,14/06/2020,Juliana Costa,MG,5,cartao_credito,4,-18.1,-44.38
1950,Kit banquetas,moveis,350.15,19.5842819396,02/08/2020,Thiago Silva,PR,5,cartao_credito,2,-24.89,-51.55
1951,Assistente virtual,eletronicos,254.9,14.103762683,31/12/2020,Rafael Costa,SP,3,boleto,1,-22.19,-48.79
1952,Smart TV,eletronicos,2383.97,127.2223564646,17/12/2020,Thiago Silva,MG,5,cartao_credito,1,-18.1,-44.38
1953,Bicicleta,esporte e lazer,855.11,43.1164740503,01/10/2020,Larissa Alves,SP,5,boleto,1,-22.19,-48.79
1954,Cômoda,moveis,370.93,20.2820111179,12/02/2021,Larissa Alves,SP,1,cartao_credito,1,-22.19,-48.79
1955,Pandeiro,instrumentos musicais,69.48,4.3866131267,18/06/2021,Beatriz Moraes,BA,5,cartao_credito,6,-13.29,-41.71
1956,Copo térmico,esporte e lazer,59.69,13.6844154075,05/10/2021,Rafael Costa,CE,4,cartao_debito,1,-5.2,-39.53
1957,Celular Plus X42,eletronicos,2438.11,130.1107994931,23/05/2020,Thiago Silva,RJ,5,cupom,1,-22.25,-42.66
1958,Tablet ABXY,eletronicos,2000.13,109.6647216243,20/10/2022,Pedro Gomes,SP,5,cupom,1,-22.19,-48.79
1959,Secadora de roupas,eletrodomesticos,940.5,47.6632346627,18/08/2021,João Souza,ES,5,cartao_credito,8,-19.19,-40.34
1960,Bola de vôlei,esporte e lazer,68.34,4.5273145807,11/01/2022,Felipe Santos,PR,5,cartao_credito,3,-24.89,-51.55
1961,Dashboards com Power BI,livros,43.35,3.2481049178,01/03/2023,Rafael Costa,BA,5,cartao_credito,2,-13.29,-41.71
1962,Cômoda,moveis,380.62,17.8513090078,11/06/2020,Felipe Santos,RJ,5,cartao_credito,1,-22.25,-42.66
1963,Carrinho controle remoto,brinquedos,76.69,1.6679508519,22/10/2021,Beatriz Moraes,PR,1,cartao_credito,7,-24.89,-51.55
1964,Micro-ondas,eletrodomesticos,697.82,37.4399415845,10/05/2021,Pedro Gomes,DF,4,cartao_credito,1,-15.83,-47.86
1965,Panela de pressão,utilidades domesticas,114.17,6.3623349393,15/03/2021,Lucas Oliveira,RJ,4,cartao_credito,4,-22.25,-42.66
1966,Dinossauro Rex,brinquedos,26.45,0.0,10/01/2021,Rafael Costa,BA,3,cupom,1,-13.29,-41.71
1967,Faqueiro,utilidades domesticas,48.18,3.0965445802,27/05/2021,Larissa Alves,RS,3,cartao_credito,4,-30.17,-53.5
1968,Sofá retrátil,moveis,997.98,50.7238717397,30/12/2020,Thiago Silva,CE,4,boleto,1,-5.2,-39.53
1969,Pandeiro,instrumentos musicais,71.83,1.4091704727,06/03/2020,Felipe Santos,PI,5,boleto,1,-6.6,-42.28
1970,Modelagem preditiva,livros,63.34,3.9037689728,03/06/2021,Rafael Costa,SP,5,cartao_credito,4,-22.19,-48.79
1971,Dashboards com Power BI,livros,35.37,0.0,07/10/2020,Bianca Santos,RS,1,cartao_credito,2,-30.17,-53.5
1972,Modelagem preditiva,livros,72.17,4.1259612922,21/01/2020,Felipe Santos,PR,1,cartao_credito,1,-24.89,-51.55
1973,Geladeira,eletrodomesticos,2977.24,156.1135123266,12/08/2022,Rafael Costa,MG,5,cartao_credito,1,-18.1,-44.38
1974,Secadora de roupas,eletrodomesticos,983.72,53.0671427237,07/08/2021,Pedro Gomes,DF,5,cartao_credito,1,-15.83,-47.86
1975,Corda de pular,esporte e lazer,16.55,1.1643636196,27/12/2021,Beatriz Moraes,RO,5,boleto,1,-10.83,-63.34
1976,Jogo de tabuleiro,brinquedos,159.9,8.797319865,02/11/2022,Juliana Costa,SP,3,cartao_credito,1,-22.19,-48.79
1977,TV Led UHD 4K,eletronicos,3033.74,159.1219673518,22/06/2022,Bruno Rodrigues,RS,4,cartao_credito,1,-30.17,-53.5
1978,Fogão,eletrodomesticos,1224.99,62.8114713019,31/07/2022,Isabella Pereira,SP,5,boleto,1,-22.19,-48.79
1979,Faqueiro,utilidades domesticas,53.82,0.0,07/02/2021,Thiago Silva,BA,4,boleto,1,-13.29,-41.71
1980,Dinossauro Rex,brinquedos,22.08,1.4588194832,22/05/2020,João Souza,GO,4,cartao_credito,1,-15.98,-49.86
1981,Boneca bebê,brinquedos,68.89,1.2526243175,02/08/2021,Thiago Silva,SP,3,boleto,1,-22.19,-48.79
1982,Corda de pular,esporte e lazer,29.17,1.8363406536,15/08/2020,Bruno Rodrigues,RJ,5,boleto,1,-22.25,-42.66
1983,Celular Plus X42,eletronicos,2064.81,107.5293597844,20/09/2022,Lucas Oliveira,SP,4,cartao_credito,2,-22.19,-48.79
1984,Violão,instrumentos musicais,581.56,28.5507594991,21/07/2021,Beatriz Moraes,SP,1,cartao_credito,7,-22.19,-48.79
1985,Modelagem preditiva,livros,75.34,1.5960674133,04/06/2021,Rafael Costa,MG,1,cartao_credito,1,-18.1,-44.38
1986,Cama king,moveis,1248.22,78.1099880539,13/01/2023,Rafael Costa,GO,1,cartao_credito,3,-15.98,-49.86
1987,Fogão,eletrodomesticos,1321.29,70.8858220514,17/11/2020,Camila Ribeiro,MG,4,boleto,1,-18.1,-44.38
1988,Dashboards com Power BI,livros,43.01,10.0921627262,22/06/2021,Larissa Alves,SP,5,cartao_credito,2,-22.19,-48.79
1989,Celular ABXY,eletronicos,1256.69,67.4460663943,03/07/2020,Mariana Ferreira,BA,5,cupom,1,-13.29,-41.71
