,Produto,Categoria do Produto,Preço,Frete,Data da Compra,Vendedor,Local da compra,Avaliação da compra,Tipo de pagamento,Quantidade de parcelas,lat,lon
1756,Boneca bebê,brinquedos,61.13,4.1948364284,13/03/2020,Bruno Rodrigues,RJ,5,cupom,1,-22.25,-42.66
1757,Panela de pressão,utilidades domesticas,71.65,4.0982728566,26/06/2021,Larissa Alves,RS,1,boleto,1,-30.17,-53.5
1758,Cama king,moveis,829.47,44.4499080281,21/05/2022,Larissa Alves,GO,5,cartao_credito,1,-15.98,-49.86
1759,Corda de pular,esporte e lazer,19.97,0.0,03/05/2022,João Souza,SP,4,cartao_credito,5,-22.19,-48.79
1760,Cama king,moveis,1113.18,56.8579251716,15/09/2022,Thiago Silva,SC,3,cartao_credito,3,-27.45,-50.95
1761,Mesa de centro,moveis,275.14,14.93915408,11/10/2022,Pedro Gomes,SP,1,cartao_credito,1,-22.19,-48.79
1762,Pandeiro,instrumentos musicais,75.69,4.5613693191,08/02/2022,Felipe Santos,MG,5,cartao_credito,6,-18.1,-44.38
1763,Lava louças,eletrodomesticos,1451.91,83.8554647515,20/03/2021,Mariana Ferreira,RJ,1,cartao_credito,3,-22.25,-42.66
1764,Guarda roupas,moveis,622.33,33.6634652697,21/10/2020,Juliana Costa,RJ,5,boleto,1,-22.25,-42.66
1765,Cama box,moveis,935.1,47.3757009081,04/12/2020,Felipe Santos,RS,4,boleto,1,-30.17,-53.5
1766,Sofá retrátil,moveis,988.38,50.2127006203,29/02/2020,Bianca Santos,ES,4,cartao_credito,10,-19.19,-40.34
1767,Dashboards com Power BI,livros,48.56,0.0,27/03/2023,Thiago Silva,CE,1,cartao_credito,1,-5.2,-39.53
1768,Mesa de jantar,moveis,370.65,20.0191233439,03/03/2020,Beatriz Moraes,SP,5,boleto,1,-22.19,-48.79
1769,Xadrez de madeira,brinquedos,45.86,0.0,22/01/2021,João Souza,ES,4,cartao_credito,6,-19.19,-40.34
1770,Cama king,moveis,1239.18,66.5137115714,25/08/2021,Bianca Santos,SP,4,cartao_credito,1,-22.19,-48.79
1771,Secadora de roupas,eletrodomesticos,1837.72,98.3841659215,27/11/2022,Isabella Pereira,PR,5,cartao_debito,1,-24.89,-51.55
1772,Poltrona,moveis,338.74,18.5679904585,27/01/2023,Isabella Pereira,RJ,4,cartao_credito,1,-22.25,-42.66
1773,Lava louças,eletrodomesticos,1465.66,78.3251116118,11/01/2021,Bianca Santos,MG,1,boleto,1,-18.1,-44.38
1774,Jogo de tabuleiro,brinquedos,238.35,10.2758595134,02/09/2021,Mariana Ferreira,PA,4,cartao_credito,3,-3.79,-52.48
1775,Boneca bebê,brinquedos,73.88,7.0977040619,27/12/2021,Camila Ribeiro,SP,5,boleto,1,-22.19,-48.79
1776,Micro-ondas,eletrodomesticos,564.11,27.6215994958,25/10/2021,Bruno Rodrigues,BA,5,boleto,1,-13.29,-41.71
1777,Impressora,eletronicos,393.98,18.5626888155,04/06/2021,Thiago Silva,SP,3,cartao_credito,3,-22.19,-48.79
1778,Faqueiro,utilidades domesticas,54.32,0.0,26/06/2021,Bianca Santos,SP,5,cartao_credito,2,-22.19,-48.79
1779,Jogo de copos,utilidades domesticas,58.21,3.6306119059,22/01/2020,Felipe Santos,SP,4,cupom,1,-22.19,-48.79
1780,Ciência de dados com python,livros,93.61,5.5155554085,28/05/2022,Isabella Pereira,PA,3,boleto,1,-3.79,-52.48
1781,Celular ABXY,eletronicos,1281.54,65.8225886767,31/12/2020,Rafael Costa,SP,5,cartao_credito,3,-22.19,-48.79
1782,Blocos de montar,brinquedos,57.69,0.0,27/06/2022,Mariana Ferreira,SP,5,boleto,1,-22.19,-48.79
1783,Smart TV,eletronicos,1572.68,81.3249178101,28/01/2021,Larissa Alves,RJ,3,boleto,1,-22.25,-42.66
1784,Celular ABXY,eletronicos,1030.81,52.4719704738,31/08/2021,Bruno Rodrigues,SP,4,cartao_credito,1,-22.19,-48.79
1785,Geladeira,eletrodomesticos,2558.89,136.5419711381,11/04/2021,Camila Ribeiro,PR,4,cartao_credito,3,-24.89,-51.55
1786,Corda de pular,esporte e lazer,23.54,1.7845387073,11/10/2021,Thiago Silva,PR,4,boleto,1,-24.89,-51.55
1787,Violão,instrumentos musicais,432.56,23.5587836744,02/12/2020,Lucas Oliveira,MG,1,cartao_credito,2,-18.1,-44.38
1788,Copo térmico,esporte e lazer,85.04,2.1125632317,27/09/2020,Larissa Alves,SP,5,cartao_credito,2,-22.19,-48.79
1789,Tablet ABXY,eletronicos,1729.59,92.98387937,15/06/2022,Felipe Santos,MG,4,cartao_credito,2,-18.1,-44.38
1790,Bola de vôlei,esporte e lazer,56.47,3.5379621406,01/10/2022,Felipe Santos,SP,3,cartao_credito,10,-22.19,-48.79
1791,Micro-ondas,eletrodomesticos,411.23,22.7851755291,06/09/2020,João Souza,PA,2,cartao_credito,1,-3.79,-52.48
1792,Mesa de jantar,moveis,304.98,13.8237065634,09/03/2022,Camila Ribeiro,PR,5,cartao_credito,8,-24.89,-51.55
1793,Secadora de roupas,eletrodomesticos,1954.02,104.3288124277,29/09/2022,João Souza,SP,5,cartao_credito,6,-22.19,-48.79
1794,Lava louças,eletrodomesticos,1780.69,95.7048006406,31/01/2022,Rafael Costa,SP,4,cartao_credito,2,-22.19,-48.79
1795,Dashboards com Power BI,livros,48.41,0.0,13/03/2021,Isabella Pereira,RJ,5,cartao_credito,2,-22.25,-42.66
1796,TV Led UHD 4K,eletronicos,3340.97,181.0604178363,26/11/2020,João Souza,SP,5,cartao_credito,1,-22.19,-48.79
1797,Bola de vôlei,esporte e lazer,60.71,4.1210400348,16/12/2020,Lucas Oliveira,MG,5,cartao_credito,11,-18.1,-44.38
1798,Cubo mágico 8x8,brinquedos,25.85,0.0,22/03/2021,Rafael Costa,SP,5,cartao_credito,3,-22.19,-48.79
1799,Jogo de panelas,utilidades domesticas,294.46,17.078224492,01/11/2021,Lucas Oliveira,RJ,5,cartao_credito,4,-22.25,-42.66
1800,Bateria,instrumentos musicais,647.91,32.0836973915,31/08/2021,Mariana Ferreira,MG,3,cartao_credito,5,-18.1,-44.38
1801,Tablet ABXY,eletronicos,1996.95,106.8626843934,22/12/2020,Pedro Gomes,PA,5,cartao_credito,1,-3.79,-52.48
1802,Jogo de copos,utilidades domesticas,46.35,11.5623844255,09/06/2022,Rafael Costa,MG,5,cartao_credito,2,-18.1,-44.38
1803,Cadeira de escritório,moveis,615.98,33.6874970585,18/12/2020,Camila Ribeiro,RS,5,cartao_credito,1,-30.17,-53.5
1804,Micro-ondas,eletrodomesticos,724.87,39.1282513235,08/01/2020,Juliana Costa,SP,1,cartao_credito,1,-22.19,-48.79
1805,Modelagem preditiva,livros,70.03,4.2599913466,09/11/2020,Lucas Oliveira,RJ,1,boleto,1,-22.25,-42.66
1806,Fogão,eletrodomesticos,1109.89,59.3814294115,25/08/2021,Lucas Oliveira,SP,5,cartao_credito,2,-22.19,-48.79
1807,Modelagem preditiva,livros,74.29,1.5401580721,12/11/2020,João Souza,SP,5,cartao_credito,1,-22.19,-48.79
1808,Bicicleta,esporte e lazer,358.29,19.3609905278,14/10/2020,Mariana Ferreira,SP,1,cartao_credito,10,-22.19,-48.79
1809,Cama box,moveis,445.51,21.3065062925,13/09/2022,Rafael Costa,MG,3,cartao_credito,2,-18.1,-44.38
1810,Bicicleta,esporte e lazer,323.84,17.7746102837,24/10/2021,Beatriz Moraes,RJ,5,cartao_credito,8,-22.25,-42.66
1811,Violão,instrumentos musicais,256.64,11.2497469897,14/08/2020,Bianca Santos,MG,5,cartao_credito,8,-18.1,-44.38
1812,Sofá retrátil,moveis,967.04,52.0230752784,31/08/2021,Rafael Costa,SP,1,boleto,1,-22.19,-48.79
1813,Iniciando em programação,livros,84.24,4.7686524808,14/12/2022,Mariana Ferreira,SC,2,boleto,1,-27.45,-50.95
1814,Guitarra,instrumentos musicais,1293.47,66.4578252865,31/12/2021,Mariana Ferreira,PE,4,cartao_credito,10,-8.38,-37.86
1815,Geladeira,eletrodomesticos,2141.94,114.3349870885,06/12/2020,Mariana Ferreira,RJ,1,cartao_credito,8,-22.25,-42.66
1816,Carrinho controle remoto,brinquedos,85.33,5.074670318,17/11/2021,João Souza,RJ,1,cartao_credito,3,-22.25,-42.66
1817,Fogão,eletrodomesticos,1378.02,74.7745347061,01/03/2021,Beatriz Moraes,MS,5,boleto,1,-20.51,-54.54
1818,Mesa de jantar,moveis,378.98,17.7639839416,16/09/2021,Isabella Pereira,SP,4,cartao_credito,10,-22.19,-48.79
1819,Smartwatch,eletronicos,280.99,12.546311235,04/12/2022,Isabella Pereira,PI,3,cartao_credito,1,-6.6,-42.28
1820,Ciência de dados com python,livros,83.56,2.0337576842,05/02/2023,Larissa Alves,PE,4,cartao_credito,2,-8.38,-37.86
1821,Pandeiro,instrumentos musicais,93.78,5.2766287806,27/01/2020,Camila Ribeiro,SP,4,cupom,1,-22.19,-48.79
1822,Ciência de dados com python,livros,57.63,3.5997286508,14/02/2020,Lucas Oliveira,SP,4,cartao_credito,1,-22.19,-48.79
1823,Kit banquetas,moveis,376.24,23.197464441,13/03/2022,Bianca Santos,RJ,3,cartao_credito,1,-22.25,-42.66
1824,Xadrez de madeira,brinquedos,41.77,0.0,31/12/2021,João Souza,SP,5,cartao_credito,9,-22.19,-48.79
1825,Poltrona,moveis,272.59,17.678413762,04/08/2021,Beatriz Moraes,SP,4,cartao_credito,1,-22.19,-48.79
1826,Jogo de tabuleiro,brinquedos,297.66,13.4339385849,06/02/2020,Pedro Gomes,GO,5,cartao_credito,3,-15.98,-49.86
1827,Mesa de jantar,moveis,208.0,8.6598133184,12/06/2021,Rafael Costa,GO,4,boleto,1,-15.98,-49.86
1828,Celular Plus X42,eletronicos,2822.56,147.8772676665,16/06/2022,Beatriz Moraes,PA,5,boleto,1,-3.79,-52.48
1829,Bola de vôlei,esporte e lazer,70.32,4.632743624,06/03/2021,Mariana Ferreira,AP,3,cartao_credito,2,1.41,-51.77
1830,Cadeira de escritório,moveis,512.19,24.8570156921,05/11/2021,Larissa Alves,MG,1,cartao_credito,5,-18.1,-44.38
1831,Celular Plus X42,eletronicos,3432.98,183.3221221998,23/08/2022,Rafael Costa,PE,2,cartao_credito,10,-8.38,-37.86
1832,Panela de pressão,utilidades domesticas,71.69,4.3483813527,22/07/2022,Pedro Gomes,RJ,5,cupom,1,-22.25,-42.66
1833,Secadora de roupas,eletrodomesticos,1559.34,89.409778241,25/06/2020,Felipe Santos,MG,3,cartao_credito,10,-18.1,-44.38
1834,Blocos de montar,brinquedos,47.82,0.0,16/08/2021,Juliana Costa,SP,4,cartao_credito,2,-22.19,-48.79
1835,TV Led UHD 4K,eletronicos,3802.9,200.077423408,06/06/2021,Juliana Costa,SP,4,cartao_credito,2,-22.19,-48.79
1836,Kit banquetas,moveis,363.96,16.9642141278,28/09/2022,Mariana Ferreira,MG,5,cartao_credito,6,-18.1,-44.38
1837,TV Led UHD 4K,eletronicos,3213.28,168.681932223,14/01/2021,Isabella Pereira,MG,4,cartao_credito,1,-18.1,-44.38
1838,Guarda roupas,moveis,636.01,34.1543959374,24/06/2021,Beatriz Moraes,SP,5,cartao_credito,1,-22.19,-48.79
1839,Jogo de copos,utilidades domesticas,31.66,0.0,22/09/2020,Mariana Ferreira,SP,5,cartao_credito,10,-22.19,-48.79
1840,Smart TV,eletronicos,2410.58,125.9405720686,18/03/2020,Camila Ribeiro,SP,1,cartao_credito,5,-22.19,-48.79
1841,Iniciando em programação,livros,61.18,0.0,13/12/2021,Bruno Rodrigues,MG,5,cartao_credito,4,-18.1,-44.38
1842,Bicicleta,esporte e lazer,987.59,64.2322246342,27/04/2021,Juliana Costa,SP,1,cartao_credito,6,-22.19,-48.79
1843,Celular Plus X42,eletronicos,2866.26,152.908498945,29/06/2021,Felipe Santos,MG,5,boleto,1,-18.1,-44.38
1844,Kit banquetas,moveis,429.54,26.035529093,17/10/2020,Lucas Oliveira,SP,3,cartao_credito,9,-22.19,-48.79
1845,Cômoda,moveis,329.95,29.2148730808,15/07/2020,Bruno Rodrigues,MG,5,cartao_credito,2,-18.1,-44.38
1846,Tablet ABXY,eletronicos,2027.72,105.554428866,09/09/2022,Felipe Santos,CE,5,cartao_credito,2,-5.2,-39.53
1847,Lava louças,eletrodomesticos,1454.42,75.0279285839,23/01/2022,Isabella Pereira,SP,2,cartao_credito,1,-22.19,-48.79
1848,Cômoda,moveis,384.6,18.0632320343,19/11/2021,Larissa Alves,SP,5,cupom,1,-22.19,-48.79
1849,Lava louças,eletrodomesticos,1560.66,83.3835758134,06/07/2021,Felipe Santos,SP,5,boleto,1,-22.19,-48.79
1850,Cômoda,moveis,412.07,22.2246137358,02/02/2021,Camila Ribeiro,SP,5,cartao_credito,6,-22.19,-48.79
1851,Smart TV,eletronicos,1735.63,90.0015150907,18/09/2021,João Souza,SP,5,boleto,1,-22.19,-48.79
1852,Dashboards com Power BI,livros,42.09,0.0,01/06/2020,Felipe Santos,SP,5,cartao_credito,8,-22.19,-48.79
1853,Guarda roupas,moveis,656.24,41.1847411518,28/04/2022,Bruno Rodrigues,MG,5,cartao_credito,5,-18.1,-44.38
1854,Mochila,esporte e lazer,114.57,3.6849468936,22/03/2020,João Souza,RJ,1,cartao_credito,3,-22.25,-42.66
1855,Cadeira de escritório,moveis,540.62,29.0695145055,15/06/2020,Pedro Gomes,MS,5,boleto,1,-20.51,-54.54
1856,Fogão,eletrodomesticos,607.49,33.2354300998,01/01/2022,Juliana Costa,MG,5,cartao_credito,3,-18.1,-44.38
1857,Mesa de jantar,moveis,223.99,9.511232714,09/01/2021,Felipe Santos,RS,5,boleto,1,-30.17,-53.5
1858,Panela de pressão,utilidades domesticas,113.11,6.5538717446,28/01/2021,Isabella Pereira,SP,5,cartao_credito,1,-22.19,-48.79
1859,Impressora,eletronicos,386.27,18.1521545103,12/01/2022,Camila Ribeiro,PR,5,cartao_credito,2,-24.89,-51.55
1860,Violão,instrumentos musicais,546.04,29.3581132,18/01/2023,Bruno Rodrigues,SC,5,cartao_credito,10,-27.45,-50.95
1861,Celular Plus X42,eletronicos,2717.81,151.0948205955,24/11/2021,Juliana Costa,SP,1,boleto,1,-22.19,-48.79
1862,Boneca bebê,brinquedos,57.87,3.3645293124,29/03/2020,Isabella Pereira,RJ,3,cartao_credito,1,-22.25,-42.66
1863,Impressora,eletronicos,456.6,27.4763926856,21/03/2022,Larissa Alves,PR,5,cartao_credito,1,-24.89,-51.55
1864,TV Led UHD 4K,eletronicos,2828.89,148.2143211233,04/02/2020,Beatriz Moraes,SE,5,cartao_credito,6,-10.57,-37.45
1865,Modelagem preditiva,livros,104.89,3.1695160149,23/09/2020,Larissa Alves,RJ,5,cupom,1,-22.25,-42.66
1866,Secadora de roupas,eletrodomesticos,873.98,55.6311920803,26/07/2020,Mariana Ferreira,PR,2,cartao_credito,5,-24.89,-51.55
1867,Panela de pressão,utilidades domesticas,77.2,1.6951068176,15/05/2020,Lucas Oliveira,SP,5,boleto,1,-22.19,-48.79
1868,Bicicleta,esporte e lazer,953.99,51.0802234217,10/06/2022,João Souza,RJ,5,cartao_credito,4,-22.25,-42.66
1869,Mesa de jantar,moveis,411.31,22.1841460222,27/08/2021,Juliana Costa,PR,1,cartao_credito,4,-24.89,-51.55
1870,Blocos de montar,brinquedos,41.38,0.0,13/03/2021,Beatriz Moraes,PI,4,cartao_credito,4,-6.6,-42.28
1871,Panela de pressão,utilidades domesticas,82.19,1.9608093057,03/08/2020,João Souza,PE,4,cartao_credito,3,-8.38,-37.86
1872,Bola de vôlei,esporte e lazer,62.19,3.8425349325,05/08/2022,Larissa Alves,CE,1,cartao_credito,4,-5.2,-39.53
1873,Celular Plus X42,eletronicos,3359.6,179.7770081419,30/01/2022,Larissa Alves,SP,5,cartao_credito,2,-22.19,-48.79
1874,Impressora,eletronicos,493.14,23.8426605022,06/06/2022,João Souza,PR,5,cartao_credito,4,-24.89,-51.55
1875,Violão,instrumentos musicais,568.84,27.873457766,05/07/2021,Pedro Gomes,SP,1,cartao_credito,4,-22.19,-48.79
1876,Guarda roupas,moveis,614.56,33.410483306,26/03/2022,Rafael Costa,MG,5,cartao_credito,4,-18.1,-44.38
1877,Lavadora de roupas,eletrodomesticos,1743.83,93.3799663449,16/07/2020,Mariana Ferreira,SP,1,cartao_credito,4,-22.19,-48.79
1878,Cadeira de escritório,moveis,592.76,39.1182670244,30/05/2021,Larissa Alves,SP,5,cartao_credito,4,-22.19,-48.79
1879,Secadora de roupas,eletrodomesticos,1792.05,95.9523758153,11/10/2022,Isabella Pereira,AM,5,cartao_credito,6,-3.47,-65.1
1880,Bola de vôlei,esporte e lazer,61.43,3.5540886025,05/06/2021,Beatriz Moraes,PR,4,cartao_credito,3,-24.89,-51.55
1881,Poltrona,moveis,386.55,21.1088895911,18/07/2021,Larissa Alves,RJ,1,boleto,1,-22.25,-42.66
1882,Faqueiro,utilidades domesticas,51.04,3.0008523598,20/10/2022,João Souza,RJ,1,boleto,1,-22.25,-42.66
1883,Dinossauro Rex,brinquedos,22.01,1.8589784356,04/02/2022,Larissa Alves,BA,3,cartao_credito,1,-13.29,-41.71
1884,Cama king,moveis,537.33,28.8943319032,29/01/2020,Camila Ribeiro,RJ,5,cartao_credito,5,-22.25,-42.66
1885,Celular Plus X42,eletronicos,1898.65,101.6285051195,21/04/2021,Bianca Santos,SP,1,cartao_credito,2,-22.19,-48.79
1886,Jogo de panelas,utilidades domesticas,125.09,13.040280544,31/03/2022,Juliana Costa,RS,4,cartao_credito,1,-30.17,-53.5
1887,Dinossauro Rex,brinquedos,21.64,7.3942002848,13/09/2022,Thiago Silva,MG,1,cartao_credito,6,-18.1,-44.38
1888,Celular Plus X42,eletronicos,2868.17,153.2525284119,28/06/2021,Juliana Costa,BA,5,cupom,1,-13.29,-41.71
1889,Panela de pressão,utilidades domesticas,70.28,4.2733030945,06/12/2020,Beatriz Moraes,PR,5,boleto,1,-24.89,-51.55
1890,Cômoda,moveis,437.82,24.7117132072,27/06/2021,Juliana Costa,SP,5,cartao_credito,1,-22.19,-48.79
1891,Dashboards com Power BI,livros,38.92,5.2361892357,10/03/2022,Thiago Silva,SP,5,cartao_credito,1,-22.19,-48.79
1892,Mesa de jantar,moveis,417.67,22.7707755052,19/10/2022,Bruno Rodrigues,RS,5,cupom,1,-30.17,-53.5
1893,Cômoda,moveis,341.01,15.7421956706,18/07/2022,Thiago Silva,SP,5,cartao_credito,1,-22.19,-48.79
1894,Headset,eletronicos,120.54,4.0028314334,22/06/2022,Juliana Costa,SP,5,cartao_credito,3,-22.19,-48.79
1895,Copo térmico,esporte e lazer,48.4,8.9567687584,05/01/2022,Lucas Oliveira,SP,4,boleto,1,-22.19,-48.79
1896,Violão,instrumentos musicais,331.35,18.1744951906,14/03/2023,Lucas Oliveira,MG,1,cartao_credito,10,-18.1,-44.38
1897,Cômoda,moveis,405.47,21.8788344948,08/07/2021,Larissa Alves,RJ,5,boleto,1,-22.25,-42.66
1898,Modelagem preditiva,livros,105.62,3.2083863188,04/05/2021,Bianca Santos,DF,5,cartao_credito,5,-15.83,-47.86
1899,Dinossauro Rex,brinquedos,24.19,0.0,18/02/2023,Lucas Oliveira,SP,5,cartao_credito,1,-22.19,-48.79
1900,Bola de basquete,esporte e lazer,78.92,1.7866916432,09/05/2020,Thiago Silva,SP,4,cartao_credito,1,-22.19,-48.79
1901,Jogo de copos,utilidades domesticas,28.03,0.0,24/02/2021,Camila Ribeiro,PR,4,cartao_credito,3,-24.89,-51.55
1902,Ciência de dados com python,livros,82.98,4.7072121749,05/06/2020,Pedro Gomes,MG,3,cartao_credito,1,-18.1,-44.38
1903,Faqueiro,utilidades domesticas,71.09,1.369767699,13/12/2021,Rafael Costa,PE,3,cartao_credito,4,-8.38,-37.86
1904,Tablet ABXY,eletronicos,1275.37,77.766908798,03/01/2020,Lucas Oliveira,RJ,5,cartao_credito,5,-22.25,-42.66
1905,Bicicleta,esporte e lazer,685.51,34.0857842756,08/03/2023,Camila Ribeiro,RS,1,cartao_credito,8,-30.17,-53.5
1906,Cômoda,moveis,385.81,21.4830696599,12/08/2022,Lucas Oliveira,SC,5,cartao_credito,4,-27.45,-50.95
1907,Cama box,moveis,480.29,26.4624127688,20/11/2022,Bruno Rodrigues,SP,5,cartao_credito,1,-22.19,-48.79
1908,Faqueiro,utilidades domesticas,60.69,3.7626644451,11/07/2020,Mariana Ferreira,PR,5,cupom,1,-24.89,-51.55
1909,Lavadora de roupas,eletrodomesticos,1776.57,95.4854230352,02/11/2021,Bruno Rodrigues,RJ,2,cartao_credito,5,-22.25,-42.66
1910,Poltrona,moveis,252.51,11.0298369144,19/12/2021,Camila Ribeiro,RJ,4,cartao_credito,4,-22.25,-42.66
1911,Jogo de tabuleiro,brinquedos,182.13,10.38488673,05/04/2020,Mariana Ferreira,CE,5,cartao_credito,4,-5.2,-39.53
1912,Jogo de panelas,utilidades domesticas,118.45,3.891545221,20/03/2023,Felipe Santos,MG,1,cartao_credito,5,-18.1,-44.38
1913,Xadrez de madeira,brinquedos,47.86,3.2354131684,01/10/2022,Felipe Santos,DF,2,cartao_credito,1,-15.83,-47.86
1914,Headset,eletronicos,74.38,10.2024466216,12/04/2022,Bianca Santos,SP,2,cartao_credito,2,-22.19,-48.79
1915,Fogão,eletrodomesticos,643.87,40.5260758657,15/05/2020,Mariana Ferreira,SP,5,cartao_credito,8,-22.19,-48.79
1916,Pandeiro,instrumentos musicais,117.79,12.5138985268,19/02/2022,Larissa Alves,SP,4,boleto,1,-22.19,-48.79
1917,Cômoda,moveis,341.64,18.7224067341,26/08/2021,Isabella Pereira,SP,4,cartao_credito,15,-22.19,-48.79
1918,Violão,instrumentos musicais,529.18,25.7616820793,13/11/2021,Thiago Silva,MG,3,cupom,1,-18.1,-44.38
1919,Lava louças,eletrodomesticos,1750.68,93.5015691565,13/06/2022,Beatriz Moraes,SP,1,boleto,1,-22.19,-48.79
1920,Mesa de centro,moveis,183.09,7.3334307578,08/06/2022,Thiago Silva,GO,5,cartao_credito,2,-15.98,-49.86
1921,Jogo de panelas,utilidades domesticas,147.13,5.41866894,15/08/2020,João Souza,MG,5,cartao_credito,5,-18.1,-44.38
1922,TV Led UHD 4K,eletronicos,3276.52,175.3532480801,16/02/2021,Isabella Pereira,MG,2,cartao_credito,1,-18.1,-44.38
1923,Secadora de roupas,eletrodomesticos,1909.62,111.2624636264,08/09/2022,Larissa Alves,SP,1,cartao_credito,1,-22.19,-48.79
1924,Cômoda,moveis,362.3,19.5745109641,02/08/2021,Rafael Costa,SC,5,boleto,1,-27.45,-50.95
1925,Guitarra,instrumentos musicais,911.44,48.8202148327,15/11/2022,Mariana Ferreira,MG,4,cartao_credito,1,-18.1,-44.38
1926,Celular ABXY,eletronicos,1311.63,70.1291283997,16/11/2022,Juliana Costa,MT,5,cartao_credito,2,-12.64,-55.42
1927,Lavadora de roupas,eletrodomesticos,1749.12,93.4185038496,12/11/2021,Juliana Costa,PR,4,cartao_credito,5,-24.89,-51.55
1928,Headset,eletronicos,176.32,6.9729486246,27/08/2022,Camila Ribeiro,SP,5,cartao_credito,2,-22.19,-48.79
1929,Carrinho controle remoto,brinquedos,113.88,6.7507795535,05/08/2022,Larissa Alves,SP,5,cartao_credito,1,-22.19,-48.79
1930,Cadeira de escritório,moveis,529.34,28.7168670567,06/12/2020,Lucas Oliveira,PR,5,cartao_credito,1,-24.89,-51.55
1931,Cama king,moveis,1190.9,63.7006191042,09/09/2021,Rafael Costa,MG,1,boleto,1,-18.1,-44.38
1932,Modelagem preditiva,livros,83.66,2.0390823833,24/06/2021,Rafael Costa,MG,1,boleto,1,-18.1,-44.38
1933,Fogão,eletrodomesticos,789.65,48.4261012792,23/11/2022,Felipe Santos,SP,5,cartao_credito,2,-22.19,-48.79
1934,Smart TV,eletronicos,2241.41,120.2367546089,04/01/2023,Lucas Oliveira,SP,5,cartao_credito,8,-22.19,-48.79
1935,Dinossauro Rex,brinquedos,24.21,4.4529259893,29/06/2020,Thiago Silva,SP,4,cartao_credito,1,-22.19,-48.79
1936,Mesa de jantar,moveis,225.77,12.5526778178,07/11/2021,Bruno Rodrigues,DF,4,cartao_credito,2,-15.83,-47.86
1937,Mesa de jantar,moveis,211.45,8.8435154394,20/02/2020,Rafael Costa,SP,4,boleto,1,-22.19,-48.79
1938,Violão,instrumentos musicais,459.35,25.3474207648,03/11/2022,Pedro Gomes,SP,5,cartao_credito,1,-22.19,-48.79
1939,Kit banquetas,moveis,441.44,24.1923641208,21/03/2023,Beatriz Moraes,SP,5,boleto,1,-22.19,-48.79
1940,Corda de pular,esporte e lazer,15.99,0.0,20/01/2023,Bianca Santos,CE,5,cartao_credito,3,-5.2,-39.53
1941,Tablet ABXY,eletronicos,1387.78,71.4795490639,01/12/2021,Thiago Silva,RS,5,cartao_credito,6,-30.17,-53.5
1942,Sofá retrátil,moveis,862.58,43.5142290775,23/10/2021,Rafael Costa,SP,3,cartao_credito,2,-22.19,-48.79
1943,Bola de basquete,esporte e lazer,84.09,2.0619785897,08/09/2021,Mariana Ferreira,SP,5,cartao_credito,2,-22.19,-48.79
1944,Copo térmico,esporte e lazer,72.76,7.0380674313,13/06/2021,Mariana Ferreira,MG,5,cartao_credito,6,-18.1,-44.38
1945,Faqueiro,utilidades domesticas,62.73,14.9862119864,03/04/2022,Felipe Santos,ES,4,cartao_credito,1,-19.19,-40.34
1946,Modelagem preditiva,livros,102.27,3.0300088969,05/03/2023,Isabella Pereira,CE,1,cartao_credito,10,-5.2,-39.53
1947,Mesa de centro,moveis,221.73,9.390894513,12/10/2020,Bruno Rodrigues,PR,5,cartao_credito,3,-24.89,-51.55
1948,Secadora de roupas,eletrodomesticos,918.18,46.4747618103,24/01/2020,Felipe Santos,SP,5,boleto,1,-22.19,-48.79
1949,Sofá retrátil,moveis,935.65,50.3516522122,16/12/2021,Camila Ribeiro,PR,5,cartao_credito,2,-24.89,-51.55
1950,Violão,instrumentos musicais,466.64,22.4316152249,02/03/2020,Juliana Costa,RS,5,cartao_debito,1,-30.17,-53.5
1951,Xadrez de madeira,brinquedos,26.15,0.0,03/11/2021,Bianca Santos,SP,5,cartao_credito,1,-22.19,-48.79
1952,Ciência de dados com python,livros,83.49,2.0300303948,07/10/2022,Pedro Gomes,SP,1,cartao_credito,1,-22.19,-48.79
1953,Carrinho controle remoto,brinquedos,114.02,3.6556610482,18/08/2022,Bianca Santos,RJ,5,cartao_credito,3,-22.25,-42.66
1954,Modelagem preditiva,livros,87.27,5.1779694817,06/08/2021,Isabella Pereira,BA,5,cartao_credito,10,-13.29,-41.71
1955,Assistente virtual,eletronicos,233.89,10.0383779308,25/03/2022,Juliana Costa,SP,5,cartao_credito,6,-22.19,-48.79
1956,Lava louças,eletrodomesticos,1712.12,92.5643545984,31/01/2021,Camila Ribeiro,SP,5,cartao_credito,2,-22.19,-48.79
1957,Jogo de tabuleiro,brinquedos,186.06,17.4627155422,07/03/2023,Thiago Silva,RS,5,boleto,1,-30.17,-53.5
1958,Smartwatch,eletronicos,163.26,9.581519023,29/01/2023,Lucas Oliveira,TO,5,cartao_credito,1,-9.46,-48.26
1959,Panela de pressão,utilidades domesticas,96.06,2.6993450791,26/10/2020,Bianca Santos,RS,5,boleto,1,-30.17,-53.5
1960,Jogo de panelas,utilidades domesticas,296.09,16.2970062669,08/03/2020,Mariana Ferreira,SP,1,cartao_credito,5,-22.19,-48.79
1961,Bola de basquete,esporte e lazer,57.38,0.0,24/09/2020,Camila Ribeiro,SP,5,cartao_credito,2,-22.19,-48.79
1962,Jogo de panelas,utilidades domesticas,266.63,11.7816844357,26/03/2020,Bianca Santos,SP,5,boleto,1,-22.19,-48.79
